time,x,y,z
1782039030.43,20.964,-31.845,10.898
1782039030.53,20.971,-31.821,10.898
1782039030.63,20.975,-31.801,10.899
1782039030.73,20.979,-31.782,10.899
1782039030.84,20.983,-31.764,10.899
1782039030.94,20.988,-31.749,10.899
1782039031.04,20.996,-31.735,10.899
1782039031.15,21.003,-31.721,10.899
1782039031.25,21.008,-31.708,10.899
1782039031.35,21.014,-31.693,10.899
1782039031.45,21.028,-31.666,10.901
1782039031.55,21.035,-31.645,10.903
1782039031.66,21.043,-31.621,10.904
1782039031.76,21.052,-31.587,10.903
1782039031.86,21.059,-31.551,10.902
1782039031.97,21.064,-31.517,10.901
1782039032.07,21.069,-31.488,10.902
1782039032.17,21.076,-31.458,10.903
1782039032.27,21.086,-31.432,10.904
1782039032.37,21.094,-31.41,10.905
1782039032.48,21.103,-31.39,10.904
1782039032.58,21.114,-31.37,10.903
1782039032.68,21.128,-31.35,10.903
1782039032.78,21.14,-31.331,10.902
1782039032.89,21.148,-31.313,10.901
1782039032.99,21.153,-31.299,10.901
1782039033.09,21.163,-31.29,10.902
1782039033.19,21.173,-31.282,10.903
1782039033.29,21.18,-31.275,10.905
1782039033.4,21.184,-31.267,10.905
1782039033.5,21.187,-31.261,10.905
1782039033.6,21.198,-31.258,10.905
1782039033.7,21.21,-31.254,10.907
1782039033.8,21.226,-31.245,10.907
1782039033.91,21.24,-31.237,10.905
1782039034.01,21.253,-31.227,10.903
1782039034.11,21.268,-31.209,10.902
1782039034.21,21.287,-31.183,10.902
1782039034.32,21.303,-31.161,10.901
1782039034.42,21.32,-31.135,10.9
1782039034.52,21.338,-31.111,10.898
1782039034.62,21.359,-31.09,10.897
1782039034.73,21.385,-31.069,10.896
1782039034.83,21.412,-31.047,10.894
1782039034.93,21.438,-31.012,10.893
1782039035.03,21.463,-30.975,10.892
1782039035.14,21.487,-30.942,10.89
1782039035.24,21.502,-30.914,10.889
1782039035.34,21.514,-30.889,10.888
1782039035.44,21.526,-30.864,10.888
1782039035.55,21.536,-30.844,10.888
1782039035.65,21.545,-30.826,10.887
1782039035.75,21.558,-30.808,10.887
1782039035.85,21.568,-30.792,10.887
1782039035.96,21.58,-30.757,10.892
1782039036.06,21.581,-30.737,10.893
1782039036.16,21.579,-30.718,10.895
1782039036.26,21.578,-30.693,10.896
1782039036.36,21.573,-30.667,10.898
1782039036.47,21.564,-30.642,10.9
1782039036.57,21.552,-30.615,10.904
1782039036.67,21.54,-30.592,10.906
1782039036.67,21.54,-30.592,10.906
1782039036.77,21.528,-30.578,10.906
1782039036.88,21.508,-30.566,10.905
1782039036.98,21.486,-30.558,10.906
1782039037.08,21.468,-30.551,10.908
1782039037.18,21.448,-30.542,10.911
1782039037.29,21.43,-30.531,10.912
1782039037.39,21.412,-30.521,10.911
1782039037.49,21.394,-30.506,10.91
1782039037.59,21.38,-30.492,10.909
1782039037.69,21.365,-30.477,10.908
1782039037.8,21.347,-30.464,10.908
1782039037.9,21.328,-30.452,10.907
1782039038.0,21.31,-30.44,10.905
1782039038.11,21.29,-30.427,10.904
1782039038.21,21.271,-30.413,10.902
1782039038.31,21.253,-30.401,10.901
1782039038.42,21.242,-30.396,10.9
1782039038.52,21.235,-30.4,10.9
1782039038.62,21.229,-30.408,10.899
1782039038.72,21.226,-30.417,10.897
1782039038.82,21.224,-30.425,10.895
1782039038.95,21.223,-30.435,10.892
1782039039.06,21.223,-30.456,10.891
1782039039.16,21.231,-30.467,10.889
1782039039.27,21.238,-30.479,10.887
1782039039.37,21.245,-30.492,10.886
1782039039.48,21.258,-30.51,10.886
1782039039.59,21.277,-30.529,10.888
1782039039.69,21.293,-30.545,10.89
1782039039.8,21.305,-30.557,10.891
1782039039.91,21.317,-30.569,10.892
1782039040.01,21.329,-30.578,10.895
1782039040.11,21.342,-30.58,10.896
1782039040.21,21.352,-30.579,10.897
1782039040.32,21.359,-30.577,10.897
1782039040.42,21.367,-30.567,10.898
1782039040.53,21.371,-30.555,10.899
1782039040.63,21.376,-30.54,10.9
1782039040.73,21.378,-30.52,10.902
1782039040.83,21.377,-30.505,10.903
1782039040.94,21.378,-30.492,10.902
1782039041.04,21.381,-30.481,10.899
1782039041.14,21.381,-30.472,10.896
1782039041.24,21.378,-30.462,10.893
1782039041.34,21.374,-30.451,10.89
1782039041.45,21.37,-30.435,10.885
1782039041.55,21.37,-30.435,10.885
1782039041.65,21.355,-30.418,10.884
1782039041.76,21.348,-30.414,10.884
1782039041.86,21.343,-30.413,10.885
1782039041.96,21.335,-30.413,10.886
1782039042.07,21.324,-30.415,10.888
1782039042.17,21.315,-30.417,10.89
1782039042.27,21.305,-30.415,10.89
1782039042.37,21.286,-30.41,10.89
1782039042.48,21.262,-30.404,10.889
1782039042.58,21.239,-30.396,10.889
1782039042.68,21.219,-30.386,10.888
1782039042.78,21.2,-30.376,10.887
1782039042.89,21.179,-30.367,10.886
1782039042.99,21.16,-30.363,10.887
1782039043.09,21.142,-30.36,10.887
1782039043.19,21.123,-30.359,10.888
1782039043.29,21.103,-30.362,10.889
1782039043.4,21.091,-30.362,10.891
1782039043.5,21.078,-30.366,10.893
1782039043.6,21.062,-30.367,10.895
1782039043.71,21.052,-30.369,10.896
1782039043.81,21.043,-30.371,10.896
1782039043.93,21.034,-30.371,10.896
1782039044.03,21.027,-30.372,10.894
1782039044.14,21.022,-30.371,10.893
1782039044.24,21.02,-30.37,10.892
1782039044.35,21.02,-30.372,10.891
1782039044.45,21.019,-30.382,10.891
1782039044.56,21.015,-30.388,10.891
1782039044.66,21.011,-30.391,10.89
1782039044.76,21.008,-30.395,10.889
1782039044.86,21.001,-30.398,10.889
1782039044.97,20.987,-30.401,10.889
1782039045.07,20.973,-30.4,10.888
1782039045.18,20.961,-30.4,10.885
1782039045.28,20.944,-30.398,10.882
1782039045.39,20.916,-30.391,10.88
1782039045.5,20.878,-30.385,10.878
1782039045.61,20.839,-30.38,10.877
1782039045.72,20.805,-30.375,10.877
1782039045.82,20.775,-30.373,10.878
1782039045.93,20.748,-30.369,10.878
1782039046.03,20.723,-30.368,10.879
1782039046.14,20.699,-30.37,10.88
1782039046.25,20.68,-30.37,10.882
1782039046.36,20.645,-30.369,10.883
1782039046.47,20.629,-30.366,10.884
1782039046.58,20.614,-30.362,10.884
1782039046.68,20.6,-30.359,10.883
1782039046.79,20.581,-30.355,10.881
1782039046.9,20.559,-30.35,10.879
1782039047.0,20.533,-30.344,10.879
1782039047.1,20.506,-30.342,10.879
1782039047.2,20.478,-30.342,10.88
1782039047.3,20.451,-30.339,10.881
1782039047.41,20.427,-30.335,10.882
1782039047.51,20.402,-30.327,10.883
1782039047.61,20.382,-30.321,10.883
1782039047.72,20.362,-30.313,10.881
1782039047.82,20.341,-30.3,10.881
1782039047.92,20.318,-30.289,10.881
1782039048.03,20.291,-30.279,10.88
1782039048.13,20.267,-30.27,10.88
1782039048.23,20.24,-30.259,10.879
1782039048.33,20.214,-30.25,10.878
1782039048.44,20.175,-30.241,10.877
1782039048.54,20.133,-30.228,10.877
1782039048.64,20.099,-30.219,10.878
1782039048.64,20.099,-30.219,10.878
1782039048.74,20.068,-30.212,10.879
1782039048.84,20.04,-30.207,10.881
1782039048.95,20.016,-30.204,10.881
1782039049.05,19.969,-30.196,10.881
1782039049.15,19.949,-30.195,10.883
1782039049.25,19.932,-30.195,10.884
1782039049.36,19.918,-30.194,10.884
1782039049.46,19.905,-30.197,10.884
1782039049.56,19.896,-30.2,10.884
1782039049.67,19.888,-30.202,10.883
1782039049.77,19.877,-30.203,10.884
1782039049.87,19.869,-30.202,10.886
1782039049.98,19.863,-30.2,10.888
1782039050.08,19.858,-30.198,10.888
1782039050.18,19.851,-30.198,10.889
1782039050.28,19.84,-30.194,10.893
1782039050.39,19.827,-30.19,10.896
1782039050.49,19.81,-30.192,10.899
1782039050.59,19.791,-30.188,10.902
1782039050.7,19.768,-30.183,10.904
1782039050.8,19.743,-30.18,10.906
1782039050.9,19.724,-30.176,10.908
1782039051.01,19.71,-30.173,10.909
1782039051.11,19.701,-30.17,10.91
1782039051.21,19.694,-30.169,10.911
1782039051.31,19.689,-30.172,10.91
1782039051.42,19.696,-30.171,10.91
1782039051.52,19.705,-30.172,10.911
1782039051.62,19.722,-30.172,10.91
1782039051.73,19.743,-30.177,10.908
1782039051.85,19.771,-30.188,10.908
1782039051.96,19.832,-30.211,10.908
1782039052.06,19.865,-30.226,10.906
1782039052.17,19.889,-30.236,10.905
1782039052.27,19.91,-30.245,10.905
1782039052.38,19.926,-30.251,10.906
1782039052.49,19.936,-30.258,10.906
1782039052.6,19.942,-30.266,10.906
1782039052.71,19.946,-30.277,10.905
1782039052.82,19.951,-30.283,10.903
1782039052.93,19.957,-30.288,10.901
1782039053.03,19.961,-30.29,10.899
1782039053.13,19.962,-30.291,10.898
1782039053.24,19.963,-30.29,10.896
1782039053.34,19.965,-30.289,10.894
1782039053.45,19.969,-30.284,10.892
1782039053.55,19.973,-30.28,10.891
1782039053.65,19.976,-30.277,10.89
1782039053.75,19.983,-30.274,10.89
1782039053.85,20.0,-30.268,10.892
1782039053.96,20.011,-30.262,10.893
1782039054.06,20.017,-30.259,10.892
1782039054.16,20.021,-30.26,10.892
1782039054.26,20.024,-30.264,10.891
1782039054.37,20.023,-30.273,10.891
1782039054.47,20.024,-30.284,10.892
1782039054.57,20.026,-30.299,10.892
1782039054.68,20.024,-30.314,10.893
1782039054.78,20.021,-30.33,10.894
1782039054.88,20.017,-30.343,10.893
1782039054.99,20.012,-30.354,10.89
1782039055.09,20.007,-30.362,10.889
1782039055.19,19.997,-30.367,10.887
1782039055.29,19.986,-30.372,10.886
1782039055.4,19.976,-30.376,10.884
1782039055.5,19.964,-30.384,10.882
1782039055.6,19.952,-30.39,10.882
1782039055.7,19.938,-30.394,10.882
1782039055.8,19.924,-30.403,10.884
1782039055.91,19.908,-30.42,10.885
1782039056.01,19.89,-30.444,10.886
1782039056.11,19.867,-30.47,10.887
1782039056.21,19.842,-30.495,10.888
1782039056.32,19.817,-30.517,10.888
1782039056.42,19.794,-30.532,10.889
1782039056.52,19.765,-30.548,10.888
1782039056.63,19.74,-30.561,10.888
1782039056.73,19.72,-30.569,10.886
1782039056.83,19.7,-30.587,10.886
1782039056.94,19.684,-30.613,10.885
1782039057.04,19.67,-30.642,10.884
1782039057.14,19.658,-30.673,10.883
1782039057.24,19.649,-30.702,10.88
1782039057.34,19.645,-30.728,10.879
1782039057.45,19.647,-30.754,10.878
1782039057.55,19.647,-30.786,10.88
1782039057.65,19.646,-30.821,10.881
1782039057.75,19.655,-30.898,10.882
1782039057.85,19.655,-30.898,10.882
1782039057.96,19.657,-30.962,10.884
1782039058.06,19.657,-30.987,10.886
1782039058.16,19.654,-31.021,10.887
1782039058.27,19.657,-31.045,10.887
1782039058.4,19.661,-31.067,10.886
1782039058.51,19.664,-31.086,10.885
1782039058.61,19.668,-31.107,10.886
1782039058.71,19.673,-31.125,10.886
1782039058.82,19.677,-31.145,10.886
1782039058.93,19.686,-31.163,10.885
1782039059.03,19.698,-31.182,10.884
1782039059.14,19.706,-31.204,10.883
1782039059.24,19.713,-31.223,10.882
1782039059.34,19.713,-31.24,10.883
1782039059.45,19.709,-31.261,10.885
1782039059.56,19.699,-31.304,10.884
1782039059.66,19.686,-31.321,10.881
1782039059.76,19.674,-31.34,10.879
1782039059.86,19.667,-31.357,10.878
1782039059.97,19.667,-31.376,10.879
1782039060.07,19.673,-31.391,10.882
1782039060.17,19.686,-31.408,10.886
1782039060.27,19.709,-31.429,10.89
1782039060.38,19.731,-31.452,10.893
1782039060.48,19.749,-31.466,10.894
1782039060.58,19.763,-31.479,10.896
1782039060.68,19.77,-31.485,10.899
1782039060.79,19.769,-31.489,10.9
1782039060.89,19.765,-31.495,10.9
1782039060.99,19.757,-31.505,10.899
1782039061.1,19.751,-31.514,10.899
1782039061.2,19.745,-31.524,10.899
1782039061.2,19.745,-31.524,10.899
1782039061.3,19.739,-31.531,10.899
1782039061.41,19.731,-31.543,10.897
1782039061.51,19.721,-31.561,10.894
1782039061.61,19.707,-31.577,10.893
1782039061.71,19.696,-31.594,10.89
1782039061.81,19.688,-31.607,10.887
1782039061.92,19.684,-31.616,10.883
1782039062.02,19.684,-31.625,10.882
1782039062.12,19.689,-31.633,10.883
1782039062.22,19.693,-31.638,10.885
1782039062.33,19.691,-31.646,10.886
1782039062.43,19.685,-31.654,10.886
1782039062.53,19.675,-31.657,10.886
1782039062.64,19.661,-31.661,10.885
1782039062.74,19.646,-31.665,10.885
1782039062.84,19.629,-31.667,10.884
1782039062.94,19.611,-31.67,10.884
1782039063.05,19.596,-31.676,10.886
1782039063.15,19.583,-31.685,10.889
1782039063.25,19.578,-31.695,10.89
1782039063.35,19.575,-31.71,10.891
1782039063.46,19.58,-31.734,10.891
1782039063.56,19.583,-31.742,10.891
1782039063.66,19.586,-31.746,10.89
1782039063.76,19.588,-31.748,10.888
1782039063.86,19.589,-31.749,10.886
1782039063.97,19.591,-31.751,10.885
1782039064.07,19.593,-31.75,10.886
1782039064.17,19.593,-31.749,10.887
1782039064.28,19.596,-31.75,10.888
1782039064.38,19.597,-31.752,10.889
1782039064.48,19.601,-31.749,10.889
1782039064.58,19.603,-31.748,10.889
1782039064.69,19.605,-31.75,10.889
1782039064.79,19.606,-31.753,10.89
1782039064.89,19.607,-31.753,10.891
1782039065.0,19.609,-31.752,10.892
1782039065.1,19.613,-31.751,10.892
1782039065.2,19.616,-31.75,10.891
1782039065.3,19.618,-31.749,10.89
1782039065.41,19.619,-31.742,10.888
1782039065.51,19.624,-31.732,10.885
1782039065.61,19.627,-31.723,10.883
1782039065.71,19.632,-31.713,10.881
1782039065.81,19.638,-31.699,10.881
1782039065.92,19.64,-31.686,10.882
1782039066.02,19.643,-31.676,10.882
1782039066.12,19.647,-31.667,10.881
1782039066.22,19.646,-31.66,10.881
1782039066.33,19.643,-31.659,10.882
1782039066.43,19.639,-31.66,10.883
1782039066.53,19.637,-31.663,10.884
1782039066.64,19.636,-31.669,10.886
1782039066.74,19.638,-31.672,10.886
1782039066.84,19.64,-31.678,10.887
1782039066.95,19.64,-31.688,10.889
1782039067.05,19.646,-31.725,10.89
1782039067.16,19.65,-31.751,10.89
1782039067.26,19.653,-31.775,10.889
1782039067.36,19.659,-31.8,10.888
1782039067.47,19.659,-31.826,10.889
1782039067.58,19.651,-31.852,10.89
1782039067.68,19.641,-31.872,10.89
1782039067.78,19.63,-31.895,10.89
1782039067.89,19.619,-31.912,10.889
1782039068.0,19.607,-31.922,10.887
1782039068.1,19.594,-31.929,10.884
1782039068.2,19.581,-31.934,10.882
1782039068.31,19.576,-31.939,10.88
1782039068.41,19.571,-31.941,10.879
1782039068.52,19.566,-31.942,10.877
1782039068.62,19.564,-31.946,10.877
1782039068.72,19.564,-31.951,10.877
1782039068.82,19.562,-31.958,10.879
1782039068.93,19.559,-31.967,10.881
1782039069.03,19.552,-31.984,10.883
1782039069.13,19.542,-32.003,10.884
1782039069.23,19.532,-32.025,10.885
1782039069.34,19.522,-32.046,10.885
1782039069.44,19.514,-32.082,10.885
1782039069.54,19.507,-32.114,10.885
1782039069.65,19.499,-32.144,10.886
1782039069.75,19.491,-32.166,10.888
1782039069.85,19.48,-32.195,10.888
1782039069.95,19.456,-32.26,10.885
1782039070.06,19.445,-32.293,10.885
1782039070.16,19.436,-32.326,10.887
1782039070.26,19.429,-32.36,10.888
1782039070.39,19.419,-32.395,10.888
1782039070.49,19.413,-32.428,10.888
1782039070.6,19.414,-32.456,10.888
1782039070.7,19.418,-32.478,10.89
1782039070.81,19.424,-32.505,10.892
1782039070.91,19.43,-32.526,10.895
1782039071.02,19.435,-32.546,10.895
1782039071.12,19.439,-32.565,10.895
1782039071.22,19.436,-32.584,10.895
1782039071.32,19.433,-32.608,10.896
1782039071.43,19.427,-32.63,10.896
1782039071.53,19.422,-32.651,10.895
1782039071.63,19.415,-32.668,10.894
1782039071.73,19.407,-32.681,10.894
1782039071.83,19.403,-32.688,10.894
1782039071.94,19.397,-32.698,10.893
1782039072.04,19.394,-32.705,10.893
1782039072.14,19.391,-32.718,10.893
1782039072.25,19.389,-32.732,10.893
1782039072.35,19.38,-32.751,10.894
1782039072.45,19.369,-32.781,10.894
1782039072.56,19.364,-32.8,10.896
1782039072.66,19.362,-32.817,10.899
1782039072.76,19.36,-32.837,10.901
1782039072.86,19.353,-32.864,10.901
1782039072.97,19.344,-32.885,10.902
1782039073.07,19.336,-32.909,10.902
1782039073.17,19.33,-32.932,10.902
1782039073.27,19.326,-32.951,10.901
1782039073.38,19.326,-32.969,10.899
1782039073.38,19.326,-32.969,10.899
1782039073.48,19.327,-32.989,10.896
1782039073.58,19.328,-33.005,10.893
1782039073.69,19.33,-33.018,10.891
1782039073.79,19.334,-33.028,10.889
1782039073.89,19.346,-33.036,10.889
1782039074.0,19.36,-33.049,10.888
1782039074.1,19.376,-33.058,10.888
1782039074.2,19.389,-33.069,10.887
1782039074.3,19.406,-33.089,10.885
1782039074.41,19.416,-33.109,10.884
1782039074.51,19.42,-33.128,10.882
1782039074.61,19.42,-33.149,10.879
1782039074.71,19.415,-33.171,10.877
1782039074.81,19.409,-33.19,10.874
1782039074.92,19.4,-33.207,10.874
1782039075.02,19.39,-33.226,10.874
1782039075.12,19.382,-33.241,10.874
1782039075.23,19.375,-33.25,10.874
1782039075.33,19.37,-33.253,10.877
1782039075.43,19.366,-33.251,10.879
1782039075.54,19.364,-33.248,10.881
1782039075.65,19.36,-33.245,10.882
1782039075.75,19.357,-33.243,10.884
1782039075.85,19.354,-33.246,10.887
1782039075.96,19.349,-33.245,10.888
1782039076.07,19.342,-33.243,10.889
1782039076.17,19.333,-33.239,10.89
1782039076.27,19.321,-33.233,10.892
1782039076.38,19.313,-33.23,10.893
1782039076.48,19.306,-33.228,10.895
1782039076.58,19.298,-33.228,10.897
1782039076.69,19.296,-33.229,10.899
1782039076.79,19.291,-33.23,10.901
1782039076.89,19.288,-33.231,10.902
1782039077.0,19.283,-33.235,10.903
1782039077.1,19.279,-33.235,10.903
1782039077.2,19.275,-33.233,10.902
1782039077.31,19.275,-33.231,10.898
1782039077.41,19.275,-33.224,10.894
1782039077.52,19.277,-33.216,10.89
1782039077.62,19.28,-33.211,10.888
1782039077.72,19.28,-33.206,10.888
1782039077.83,19.284,-33.202,10.887
1782039077.93,19.293,-33.197,10.886
1782039078.04,19.3,-33.195,10.884
1782039078.14,19.309,-33.196,10.883
1782039078.24,19.318,-33.195,10.884
1782039078.34,19.327,-33.194,10.885
1782039078.45,19.335,-33.192,10.885
1782039078.55,19.341,-33.189,10.884
1782039078.65,19.347,-33.182,10.883
1782039078.75,19.359,-33.165,10.879
1782039078.85,19.365,-33.157,10.88
1782039078.96,19.367,-33.152,10.881
1782039079.06,19.371,-33.146,10.881
1782039079.16,19.369,-33.139,10.88
1782039079.26,19.363,-33.134,10.88
1782039079.37,19.353,-33.125,10.88
1782039079.47,19.336,-33.113,10.881
1782039079.57,19.313,-33.102,10.881
1782039079.68,19.292,-33.086,10.883
1782039079.78,19.268,-33.071,10.884
1782039079.88,19.239,-33.06,10.885
1782039079.99,19.213,-33.055,10.885
1782039080.09,19.19,-33.049,10.885
1782039080.19,19.176,-33.047,10.884
1782039080.29,19.161,-33.047,10.882
1782039080.4,19.146,-33.05,10.88
1782039080.5,19.13,-33.057,10.877
1782039080.6,19.112,-33.065,10.875
1782039080.7,19.089,-33.071,10.873
1782039080.81,19.066,-33.077,10.871
1782039080.91,19.041,-33.08,10.87
1782039081.02,19.013,-33.082,10.87
1782039081.12,18.983,-33.078,10.871
1782039081.22,18.954,-33.076,10.871
1782039081.32,18.928,-33.07,10.871
1782039081.43,18.904,-33.067,10.871
1782039081.53,18.882,-33.065,10.871
1782039081.63,18.856,-33.059,10.871
1782039081.73,18.833,-33.054,10.871
1782039081.83,18.805,-33.052,10.871
1782039081.94,18.786,-33.052,10.87
1782039082.04,18.76,-33.051,10.869
1782039082.15,18.736,-33.051,10.866
1782039082.25,18.709,-33.051,10.864
1782039082.35,18.683,-33.051,10.862
1782039082.46,18.63,-33.044,10.862
1782039082.56,18.606,-33.039,10.863
1782039082.66,18.582,-33.034,10.863
1782039082.76,18.563,-33.03,10.865
1782039082.86,18.54,-33.024,10.867
1782039082.97,18.518,-33.024,10.869
1782039083.07,18.495,-33.021,10.871
1782039083.17,18.474,-33.017,10.873
1782039083.27,18.456,-33.014,10.876
1782039083.38,18.437,-33.011,10.878
1782039083.48,18.421,-33.011,10.88
1782039083.58,18.406,-33.012,10.883
