time,x,y,z
1782038725.64,9.462,-0.411,10.889
1782038725.74,9.451,-0.407,10.889
1782038725.85,9.442,-0.405,10.889
1782038725.95,9.431,-0.403,10.888
1782038726.05,9.422,-0.401,10.887
1782038726.16,9.407,-0.4,10.887
1782038726.26,9.391,-0.397,10.887
1782038726.36,9.374,-0.394,10.886
1782038726.46,9.352,-0.394,10.887
1782038726.56,9.333,-0.392,10.888
1782038726.67,9.312,-0.391,10.889
1782038726.77,9.289,-0.387,10.887
1782038726.87,9.266,-0.378,10.886
1782038726.97,9.245,-0.369,10.885
1782038727.08,9.225,-0.36,10.883
1782038727.18,9.199,-0.351,10.881
1782038727.28,9.169,-0.337,10.879
1782038727.38,9.143,-0.324,10.877
1782038727.49,9.123,-0.312,10.875
1782038727.59,9.102,-0.3,10.874
1782038727.69,9.082,-0.289,10.872
1782038727.79,9.059,-0.28,10.873
1782038727.9,9.036,-0.27,10.873
1782038728.0,9.011,-0.255,10.872
1782038728.1,8.984,-0.238,10.87
1782038728.21,8.952,-0.223,10.869
1782038728.31,8.911,-0.209,10.869
1782038728.41,8.865,-0.199,10.871
1782038728.51,8.825,-0.189,10.873
1782038728.61,8.788,-0.178,10.872
1782038728.72,8.737,-0.162,10.867
1782038728.72,8.737,-0.162,10.867
1782038728.82,8.717,-0.157,10.865
1782038728.92,8.697,-0.159,10.863
1782038729.03,8.681,-0.165,10.86
1782038729.13,8.664,-0.173,10.858
1782038729.23,8.651,-0.179,10.855
1782038729.33,8.63,-0.189,10.854
1782038729.44,8.61,-0.199,10.854
1782038729.54,8.586,-0.212,10.854
1782038729.64,8.561,-0.219,10.856
1782038729.75,8.535,-0.221,10.859
1782038729.85,8.51,-0.215,10.863
1782038729.95,8.485,-0.21,10.867
1782038730.05,8.472,-0.208,10.871
1782038730.16,8.457,-0.203,10.876
1782038730.26,8.445,-0.197,10.882
1782038730.36,8.439,-0.19,10.888
1782038730.46,8.437,-0.186,10.892
1782038730.56,8.441,-0.186,10.894
1782038730.67,8.445,-0.185,10.894
1782038730.77,8.453,-0.177,10.891
1782038730.87,8.461,-0.168,10.888
1782038730.97,8.473,-0.159,10.885
1782038731.08,8.484,-0.153,10.883
1782038731.18,8.498,-0.151,10.882
1782038731.28,8.509,-0.149,10.881
1782038731.38,8.52,-0.146,10.882
1782038731.49,8.537,-0.144,10.884
1782038731.59,8.56,-0.145,10.886
1782038731.69,8.581,-0.144,10.887
1782038731.8,8.602,-0.144,10.886
1782038731.9,8.615,-0.143,10.884
1782038732.0,8.622,-0.143,10.882
1782038732.1,8.626,-0.145,10.879
1782038732.21,8.625,-0.145,10.879
1782038732.31,8.621,-0.145,10.879
1782038732.41,8.614,-0.144,10.88
1782038732.52,8.596,-0.15,10.88
1782038732.62,8.588,-0.154,10.878
1782038732.72,8.584,-0.155,10.877
1782038732.82,8.582,-0.153,10.877
1782038732.93,8.583,-0.155,10.877
1782038733.03,8.584,-0.156,10.877
1782038733.13,8.579,-0.158,10.876
1782038733.24,8.577,-0.163,10.877
1782038733.34,8.575,-0.166,10.88
1782038733.44,8.573,-0.168,10.885
1782038733.54,8.567,-0.166,10.89
1782038733.65,8.564,-0.161,10.896
1782038733.75,8.561,-0.159,10.899
1782038733.85,8.557,-0.157,10.902
1782038733.95,8.557,-0.159,10.904
1782038734.05,8.564,-0.163,10.907
1782038734.16,8.575,-0.161,10.909
1782038734.26,8.59,-0.162,10.912
1782038734.36,8.608,-0.171,10.912
1782038734.46,8.626,-0.19,10.909
1782038734.57,8.647,-0.214,10.905
1782038734.67,8.675,-0.239,10.9
1782038734.77,8.699,-0.263,10.894
1782038734.88,8.72,-0.298,10.887
1782038734.98,8.737,-0.326,10.881
1782038735.08,8.751,-0.348,10.877
1782038735.18,8.756,-0.367,10.874
1782038735.29,8.751,-0.388,10.873
1782038735.39,8.741,-0.404,10.871
1782038735.49,8.729,-0.419,10.871
1782038735.59,8.715,-0.431,10.872
1782038735.7,8.699,-0.441,10.874
1782038735.8,8.683,-0.453,10.876
1782038735.9,8.663,-0.456,10.875
1782038736.0,8.642,-0.459,10.874
1782038736.1,8.624,-0.463,10.872
1782038736.21,8.607,-0.466,10.872
1782038736.31,8.59,-0.467,10.873
1782038736.41,8.575,-0.467,10.874
1782038736.52,8.531,-0.467,10.872
1782038736.62,8.505,-0.471,10.871
1782038736.73,8.478,-0.479,10.87
1782038736.83,8.443,-0.494,10.868
1782038736.93,8.408,-0.516,10.867
1782038737.03,8.361,-0.551,10.868
1782038737.14,8.322,-0.577,10.872
1782038737.25,8.284,-0.602,10.874
1782038737.35,8.253,-0.622,10.876
1782038737.46,8.229,-0.641,10.879
1782038737.56,8.208,-0.661,10.881
1782038737.67,8.192,-0.683,10.881
1782038737.77,8.181,-0.706,10.879
1782038737.88,8.169,-0.737,10.877
1782038737.98,8.161,-0.766,10.874
1782038738.09,8.151,-0.799,10.872
1782038738.2,8.145,-0.831,10.871
1782038738.3,8.139,-0.864,10.867
1782038738.4,8.139,-0.889,10.862
1782038738.5,8.141,-0.914,10.858
1782038738.61,8.144,-0.938,10.855
1782038738.71,8.148,-0.963,10.853
1782038738.82,8.159,-1.007,10.854
1782038738.82,8.159,-1.007,10.854
1782038738.92,8.173,-1.032,10.855
1782038739.02,8.184,-1.052,10.854
1782038739.12,8.196,-1.07,10.854
1782038739.23,8.212,-1.088,10.855
1782038739.33,8.233,-1.101,10.857
1782038739.43,8.253,-1.116,10.859
1782038739.53,8.268,-1.128,10.859
1782038739.64,8.279,-1.139,10.86
1782038739.74,8.293,-1.149,10.86
1782038739.84,8.307,-1.155,10.861
1782038739.95,8.314,-1.158,10.864
1782038740.05,8.317,-1.159,10.869
1782038740.15,8.319,-1.156,10.875
1782038740.26,8.317,-1.152,10.879
1782038740.36,8.316,-1.151,10.881
1782038740.46,8.319,-1.151,10.884
1782038740.56,8.321,-1.149,10.885
1782038740.67,8.327,-1.151,10.886
1782038740.77,8.34,-1.152,10.885
1782038740.87,8.355,-1.155,10.885
1782038740.97,8.373,-1.157,10.885
1782038741.07,8.392,-1.158,10.885
1782038741.18,8.413,-1.155,10.885
1782038741.28,8.434,-1.152,10.884
1782038741.38,8.445,-1.15,10.881
1782038741.48,8.452,-1.145,10.878
1782038741.59,8.454,-1.139,10.874
1782038741.69,8.45,-1.135,10.872
1782038741.79,8.446,-1.131,10.87
1782038741.9,8.44,-1.127,10.867
1782038742.0,8.43,-1.124,10.864
1782038742.1,8.413,-1.119,10.86
1782038742.21,8.391,-1.114,10.857
1782038742.31,8.366,-1.112,10.857
1782038742.41,8.34,-1.107,10.86
1782038742.51,8.316,-1.106,10.862
1782038742.62,8.269,-1.11,10.863
1782038742.72,8.261,-1.113,10.864
1782038742.83,8.259,-1.118,10.863
1782038742.93,8.262,-1.123,10.863
1782038743.04,8.271,-1.128,10.863
1782038743.15,8.282,-1.131,10.862
1782038743.25,8.289,-1.13,10.862
1782038743.36,8.293,-1.127,10.862
1782038743.47,8.296,-1.125,10.864
1782038743.57,8.298,-1.122,10.866
1782038743.68,8.303,-1.117,10.867
1782038743.79,8.304,-1.111,10.867
1782038743.9,8.305,-1.099,10.868
1782038744.0,8.307,-1.087,10.871
1782038744.11,8.312,-1.08,10.873
1782038744.22,8.332,-1.07,10.878
1782038744.32,8.344,-1.065,10.882
1782038744.43,8.355,-1.063,10.886
1782038744.54,8.36,-1.067,10.889
1782038744.64,8.358,-1.077,10.891
1782038744.75,8.355,-1.088,10.893
1782038744.85,8.345,-1.105,10.892
1782038744.96,8.332,-1.123,10.891
1782038745.06,8.319,-1.143,10.889
1782038745.18,8.306,-1.159,10.888
1782038745.28,8.292,-1.173,10.886
1782038745.39,8.28,-1.181,10.884
1782038745.49,8.266,-1.196,10.882
1782038745.6,8.252,-1.212,10.881
1782038745.7,8.24,-1.232,10.883
1782038745.81,8.228,-1.255,10.883
1782038745.91,8.217,-1.279,10.883
1782038746.01,8.207,-1.303,10.882
1782038746.11,8.196,-1.356,10.876
1782038746.22,8.186,-1.379,10.869
1782038746.32,8.183,-1.396,10.863
1782038746.42,8.181,-1.41,10.859
1782038746.53,8.176,-1.426,10.857
1782038746.63,8.172,-1.439,10.858
1782038746.75,8.169,-1.45,10.861
1782038746.85,8.164,-1.467,10.865
1782038746.96,8.157,-1.485,10.868
1782038747.06,8.144,-1.51,10.868
1782038747.17,8.128,-1.536,10.867
1782038747.28,8.112,-1.563,10.866
1782038747.39,8.098,-1.587,10.865
1782038747.49,8.082,-1.613,10.866
1782038747.59,8.072,-1.638,10.867
1782038747.7,8.067,-1.657,10.869
1782038747.81,8.066,-1.678,10.871
1782038747.91,8.067,-1.705,10.873
1782038748.01,8.067,-1.736,10.875
1782038748.11,8.061,-1.763,10.877
1782038748.22,8.07,-1.836,10.884
1782038748.32,8.069,-1.872,10.883
1782038748.42,8.063,-1.908,10.88
1782038748.42,8.063,-1.908,10.88
1782038748.53,8.055,-1.943,10.875
1782038748.63,8.05,-1.973,10.872
1782038748.73,8.046,-2.002,10.869
1782038748.84,8.041,-2.033,10.866
1782038748.94,8.036,-2.058,10.866
1782038749.04,8.027,-2.079,10.866
1782038749.14,8.017,-2.1,10.862
1782038749.25,8.007,-2.116,10.858
1782038749.35,8.006,-2.126,10.855
1782038749.45,8.004,-2.132,10.851
1782038749.55,8.0,-2.141,10.849
1782038749.66,7.993,-2.143,10.849
1782038749.76,7.987,-2.148,10.852
1782038749.86,7.982,-2.145,10.857
1782038749.96,7.977,-2.142,10.861
1782038750.06,7.972,-2.141,10.864
1782038750.17,7.965,-2.145,10.868
1782038750.27,7.961,-2.146,10.872
1782038750.37,7.96,-2.148,10.875
1782038750.47,7.956,-2.152,10.875
1782038750.58,7.957,-2.158,10.873
1782038750.68,7.961,-2.164,10.87
1782038750.78,7.966,-2.17,10.869
1782038750.89,7.97,-2.173,10.87
1782038750.99,7.977,-2.176,10.87
1782038751.09,7.981,-2.179,10.87
1782038751.19,7.983,-2.178,10.871
1782038751.3,7.983,-2.178,10.87
1782038751.4,7.978,-2.178,10.867
1782038751.5,7.972,-2.181,10.864
1782038751.6,7.967,-2.186,10.86
1782038751.71,7.958,-2.193,10.858
1782038751.81,7.956,-2.2,10.857
1782038751.91,7.943,-2.209,10.856
1782038752.01,7.943,-2.209,10.856
1782038752.12,7.939,-2.215,10.862
1782038752.22,7.934,-2.212,10.867
1782038752.32,7.932,-2.202,10.872
1782038752.43,7.93,-2.193,10.875
1782038752.53,7.931,-2.189,10.877
1782038752.63,7.926,-2.185,10.878
1782038752.74,7.92,-2.183,10.879
1782038752.84,7.918,-2.182,10.88
1782038752.94,7.918,-2.178,10.88
1782038753.04,7.918,-2.174,10.877
1782038753.15,7.924,-2.173,10.873
1782038753.25,7.931,-2.175,10.869
1782038753.35,7.939,-2.17,10.863
1782038753.45,7.949,-2.163,10.858
1782038753.56,7.958,-2.158,10.854
1782038753.66,7.965,-2.157,10.851
1782038753.76,7.969,-2.154,10.85
1782038753.86,7.976,-2.147,10.851
1782038753.97,7.984,-2.143,10.854
1782038754.07,7.991,-2.138,10.859
1782038754.17,7.995,-2.133,10.864
1782038754.27,7.998,-2.133,10.867
1782038754.38,8.004,-2.132,10.87
1782038754.48,8.005,-2.125,10.871
1782038754.58,8.004,-2.115,10.87
1782038754.68,8.003,-2.107,10.867
1782038754.79,8.005,-2.097,10.863
1782038754.89,8.003,-2.084,10.862
1782038754.99,8.0,-2.072,10.861
1782038755.09,7.989,-2.055,10.86
1782038755.2,7.976,-2.037,10.859
1782038755.3,7.957,-2.011,10.858
1782038755.4,7.942,-1.988,10.859
1782038755.5,7.923,-1.961,10.86
1782038755.61,7.902,-1.939,10.862
1782038755.72,7.854,-1.9,10.866
1782038755.82,7.825,-1.881,10.869
1782038755.92,7.793,-1.865,10.872
1782038756.03,7.758,-1.848,10.874
1782038756.13,7.717,-1.834,10.873
1782038756.24,7.678,-1.824,10.871
1782038756.34,7.645,-1.813,10.871
1782038756.44,7.605,-1.804,10.87
1782038756.54,7.566,-1.798,10.87
1782038756.65,7.532,-1.794,10.87
1782038756.75,7.496,-1.796,10.869
1782038756.85,7.469,-1.791,10.869
1782038756.95,7.448,-1.785,10.868
1782038757.05,7.436,-1.783,10.866
1782038757.16,7.425,-1.783,10.865
1782038757.26,7.415,-1.783,10.865
1782038757.36,7.407,-1.787,10.866
1782038757.47,7.393,-1.796,10.868
1782038757.57,7.377,-1.81,10.868
1782038757.68,7.361,-1.827,10.867
1782038757.78,7.337,-1.844,10.866
1782038757.88,7.307,-1.863,10.865
1782038757.99,7.284,-1.876,10.863
1782038758.09,7.264,-1.888,10.859
1782038758.19,7.246,-1.898,10.857
1782038758.19,7.246,-1.898,10.857
1782038758.3,7.23,-1.906,10.859
1782038758.4,7.217,-1.917,10.861
1782038758.5,7.194,-1.925,10.864
1782038758.6,7.172,-1.928,10.866
1782038758.71,7.139,-1.93,10.868
1782038758.81,7.109,-1.93,10.87
1782038758.91,7.079,-1.923,10.869
1782038759.01,7.021,-1.901,10.869
1782038759.12,6.997,-1.887,10.867
1782038759.22,6.98,-1.873,10.863
1782038759.32,6.966,-1.863,10.859
1782038759.42,6.957,-1.853,10.856
1782038759.53,6.949,-1.839,10.853
1782038759.63,6.942,-1.83,10.851
1782038759.73,6.941,-1.82,10.851
1782038759.84,6.942,-1.808,10.851
1782038759.94,6.938,-1.797,10.851
1782038760.04,6.934,-1.786,10.85
1782038760.14,6.93,-1.775,10.85
1782038760.25,6.935,-1.765,10.852
1782038760.35,6.945,-1.754,10.854
1782038760.45,6.96,-1.75,10.857
1782038760.55,6.982,-1.748,10.86
1782038760.66,7.009,-1.753,10.861
1782038760.76,7.034,-1.759,10.859
1782038760.86,7.059,-1.764,10.857
1782038760.96,7.085,-1.77,10.855
1782038761.06,7.113,-1.777,10.851
1782038761.17,7.142,-1.781,10.846
1782038761.27,7.168,-1.787,10.842
1782038761.37,7.19,-1.794,10.837
1782038761.48,7.205,-1.791,10.833
1782038761.58,7.216,-1.788,10.83
1782038761.68,7.223,-1.779,10.828
1782038761.78,7.221,-1.768,10.828
1782038761.89,7.213,-1.761,10.829
1782038761.99,7.203,-1.752,10.83
1782038762.09,7.184,-1.74,10.833
1782038762.19,7.158,-1.729,10.835
1782038762.3,7.139,-1.722,10.838
1782038762.4,7.118,-1.715,10.843
1782038762.5,7.098,-1.713,10.847
1782038762.6,7.084,-1.713,10.851
1782038762.71,7.069,-1.712,10.856
1782038762.81,7.055,-1.712,10.858
1782038762.91,7.04,-1.716,10.857
1782038763.01,7.031,-1.718,10.857
1782038763.11,7.026,-1.721,10.858
1782038763.22,7.021,-1.719,10.861
1782038763.32,7.021,-1.722,10.861
1782038763.42,7.024,-1.731,10.859
1782038763.52,7.033,-1.739,10.855
1782038763.63,7.047,-1.749,10.851
1782038763.73,7.068,-1.749,10.851
1782038763.83,7.082,-1.741,10.85
1782038763.93,7.09,-1.733,10.85
1782038764.04,7.11,-1.724,10.851
1782038764.14,7.129,-1.716,10.853
1782038764.24,7.147,-1.706,10.854
1782038764.35,7.162,-1.696,10.857
1782038764.45,7.176,-1.683,10.859
1782038764.55,7.19,-1.668,10.859
1782038764.65,7.205,-1.654,10.858
1782038764.76,7.211,-1.643,10.856
1782038764.86,7.212,-1.635,10.853
1782038764.96,7.208,-1.631,10.851
1782038765.06,7.199,-1.626,10.852
1782038765.17,7.182,-1.62,10.853
1782038765.27,7.158,-1.608,10.853
1782038765.37,7.139,-1.595,10.854
1782038765.47,7.114,-1.578,10.852
1782038765.57,7.079,-1.559,10.851
1782038765.68,7.05,-1.538,10.853
1782038765.78,7.033,-1.519,10.857
1782038765.88,7.02,-1.501,10.862
1782038765.98,7.014,-1.486,10.866
1782038766.08,7.019,-1.472,10.868
1782038766.19,7.029,-1.457,10.868
1782038766.29,7.057,-1.445,10.869
1782038766.39,7.089,-1.433,10.87
1782038766.5,7.124,-1.415,10.87
1782038766.6,7.167,-1.395,10.869
1782038766.71,7.211,-1.371,10.868
1782038766.81,7.25,-1.345,10.87
1782038766.91,7.281,-1.319,10.872
1782038767.01,7.307,-1.29,10.871
1782038767.11,7.331,-1.261,10.869
1782038767.22,7.367,-1.215,10.865
1782038767.32,7.379,-1.193,10.864
1782038767.42,7.384,-1.17,10.864
1782038767.52,7.387,-1.144,10.864
1782038767.62,7.386,-1.12,10.865
1782038767.73,7.37,-1.094,10.865
1782038767.83,7.354,-1.069,10.866
1782038767.93,7.333,-1.041,10.865
1782038768.04,7.311,-1.016,10.861
1782038768.04,7.311,-1.016,10.861
1782038768.14,7.298,-0.996,10.856
1782038768.24,7.285,-0.977,10.852
1782038768.35,7.277,-0.959,10.849
1782038768.45,7.273,-0.945,10.847
1782038768.55,7.265,-0.933,10.846
1782038768.66,7.252,-0.923,10.844
1782038768.76,7.241,-0.918,10.843
1782038768.86,7.231,-0.913,10.842
1782038768.97,7.222,-0.909,10.844
1782038769.07,7.213,-0.903,10.849
1782038769.17,7.205,-0.892,10.856
1782038769.27,7.196,-0.88,10.862
1782038769.38,7.19,-0.868,10.866
1782038769.48,7.187,-0.858,10.871
1782038769.58,7.19,-0.848,10.875
1782038769.69,7.2,-0.835,10.876
1782038769.79,7.222,-0.82,10.874
1782038769.89,7.249,-0.806,10.873
1782038769.99,7.272,-0.795,10.873
1782038770.09,7.289,-0.784,10.873
1782038770.2,7.3,-0.773,10.873
1782038770.3,7.306,-0.765,10.873
1782038770.4,7.306,-0.759,10.872
1782038770.51,7.301,-0.753,10.87
1782038770.61,7.294,-0.747,10.868
1782038770.71,7.29,-0.745,10.866
1782038770.82,7.296,-0.747,10.867
1782038770.92,7.312,-0.746,10.867
