time,x,y,z
1782050211.91,0.419,1.296,-1.052
1782050212.01,0.443,1.304,-1.05
1782050212.12,0.476,1.31,-1.046
1782050212.22,0.51,1.318,-1.043
1782050212.32,0.548,1.328,-1.038
1782050212.43,0.573,1.334,-1.036
1782050212.53,0.604,1.347,-1.033
1782050212.63,0.629,1.365,-1.031
1782050212.73,0.65,1.381,-1.031
1782050212.83,0.673,1.398,-1.032
1782050212.94,0.693,1.41,-1.032
1782050213.04,0.711,1.425,-1.033
1782050213.14,0.742,1.442,-1.034
1782050213.24,0.772,1.46,-1.035
1782050213.35,0.798,1.479,-1.038
1782050213.45,0.812,1.49,-1.04
1782050213.55,0.824,1.497,-1.04
1782050213.65,0.842,1.499,-1.039
1782050213.75,0.861,1.497,-1.041
1782050213.86,0.88,1.493,-1.044
1782050213.96,0.896,1.486,-1.046
1782050214.06,0.918,1.483,-1.048
1782050214.16,0.939,1.479,-1.05
1782050214.27,0.957,1.468,-1.052
1782050214.37,0.991,1.443,-1.06
1782050214.47,1.005,1.435,-1.063
1782050214.58,1.017,1.432,-1.065
1782050214.68,1.027,1.43,-1.066
1782050214.78,1.042,1.429,-1.067
1782050214.88,1.057,1.43,-1.069
1782050214.88,1.057,1.43,-1.069
1782050214.99,1.075,1.43,-1.072
1782050215.09,1.095,1.428,-1.073
1782050215.19,1.116,1.427,-1.07
1782050215.29,1.13,1.425,-1.067
1782050215.4,1.135,1.424,-1.066
1782050215.5,1.143,1.422,-1.066
1782050215.6,1.148,1.424,-1.067
1782050215.7,1.15,1.427,-1.068
1782050215.8,1.156,1.428,-1.07
1782050215.91,1.157,1.426,-1.075
1782050216.01,1.158,1.42,-1.079
1782050216.11,1.159,1.413,-1.081
1782050216.21,1.16,1.403,-1.085
1782050216.32,1.166,1.391,-1.091
1782050216.42,1.17,1.383,-1.095
1782050216.52,1.18,1.378,-1.1
1782050216.62,1.191,1.372,-1.104
1782050216.72,1.209,1.359,-1.106
1782050216.83,1.23,1.345,-1.107
1782050216.93,1.251,1.332,-1.109
1782050217.03,1.271,1.321,-1.109
1782050217.13,1.287,1.31,-1.107
1782050217.23,1.301,1.301,-1.105
1782050217.34,1.314,1.298,-1.104
1782050217.44,1.32,1.293,-1.102
1782050217.54,1.327,1.291,-1.1
1782050217.64,1.336,1.289,-1.097
1782050217.74,1.344,1.285,-1.095
1782050217.85,1.351,1.28,-1.092
1782050217.95,1.356,1.278,-1.091
1782050218.05,1.365,1.275,-1.091
1782050218.15,1.369,1.271,-1.092
1782050218.25,1.372,1.265,-1.093
1782050218.36,1.375,1.257,-1.094
1782050218.46,1.374,1.256,-1.094
1782050218.56,1.358,1.259,-1.095
1782050218.66,1.348,1.262,-1.096
1782050218.77,1.348,1.262,-1.096
1782050218.87,1.322,1.271,-1.098
1782050218.97,1.306,1.274,-1.099
1782050219.07,1.289,1.275,-1.1
1782050219.18,1.266,1.273,-1.1
1782050219.28,1.239,1.264,-1.1
1782050219.38,1.221,1.257,-1.1
1782050219.48,1.199,1.253,-1.102
1782050219.58,1.17,1.247,-1.105
1782050219.69,1.142,1.245,-1.107
1782050219.79,1.124,1.245,-1.108
1782050219.89,1.111,1.248,-1.11
1782050219.99,1.099,1.254,-1.111
1782050220.1,1.101,1.265,-1.113
1782050220.2,1.114,1.277,-1.115
1782050220.3,1.131,1.295,-1.118
1782050220.41,1.145,1.314,-1.12
1782050220.51,1.163,1.335,-1.122
1782050220.61,1.184,1.361,-1.123
1782050220.71,1.209,1.384,-1.122
1782050220.81,1.238,1.402,-1.122
1782050220.92,1.26,1.417,-1.121
1782050221.02,1.282,1.429,-1.118
1782050221.12,1.303,1.444,-1.116
1782050221.22,1.321,1.455,-1.116
1782050221.33,1.342,1.462,-1.116
1782050221.43,1.359,1.465,-1.115
1782050221.53,1.39,1.468,-1.113
1782050221.63,1.42,1.464,-1.111
1782050221.73,1.445,1.457,-1.11
1782050221.84,1.474,1.449,-1.108
1782050221.94,1.496,1.445,-1.107
1782050222.04,1.52,1.445,-1.106
1782050222.15,1.538,1.448,-1.108
1782050222.25,1.555,1.45,-1.109
1782050222.35,1.571,1.451,-1.111
1782050222.45,1.587,1.452,-1.114
1782050222.55,1.604,1.458,-1.116
1782050222.66,1.626,1.463,-1.12
1782050222.76,1.648,1.466,-1.121
1782050222.86,1.69,1.454,-1.122
1782050222.96,1.709,1.446,-1.122
1782050223.07,1.723,1.437,-1.12
1782050223.17,1.735,1.434,-1.12
1782050223.27,1.735,1.434,-1.12
1782050223.37,1.762,1.407,-1.119
1782050223.48,1.78,1.392,-1.118
1782050223.58,1.8,1.379,-1.119
1782050223.68,1.817,1.37,-1.121
1782050223.78,1.834,1.364,-1.123
1782050223.88,1.847,1.358,-1.125
1782050223.99,1.864,1.349,-1.127
1782050224.09,1.883,1.343,-1.129
1782050224.19,1.904,1.338,-1.132
1782050224.29,1.927,1.33,-1.135
1782050224.4,1.948,1.324,-1.137
1782050224.5,1.969,1.314,-1.137
1782050224.6,1.992,1.304,-1.137
1782050224.7,2.024,1.293,-1.137
1782050224.81,2.054,1.28,-1.136
1782050224.91,2.078,1.269,-1.135
1782050225.01,2.099,1.257,-1.135
1782050225.11,2.116,1.247,-1.135
1782050225.21,2.136,1.239,-1.136
1782050225.32,2.155,1.231,-1.138
1782050225.42,2.175,1.226,-1.139
1782050225.52,2.196,1.219,-1.139
1782050225.62,2.217,1.211,-1.137
1782050225.72,2.235,1.206,-1.136
1782050225.83,2.263,1.201,-1.134
1782050225.93,2.286,1.199,-1.132
1782050226.03,2.315,1.197,-1.131
1782050226.13,2.348,1.197,-1.13
1782050226.23,2.379,1.196,-1.127
1782050226.34,2.403,1.198,-1.126
1782050226.44,2.426,1.2,-1.124
1782050226.54,2.449,1.204,-1.123
1782050226.64,2.47,1.209,-1.122
1782050226.74,2.489,1.219,-1.122
1782050226.85,2.506,1.237,-1.123
1782050226.95,2.522,1.258,-1.123
1782050227.05,2.538,1.281,-1.126
1782050227.15,2.555,1.301,-1.129
1782050227.26,2.584,1.321,-1.132
1782050227.26,2.584,1.321,-1.132
1782050227.36,2.629,1.344,-1.136
1782050227.46,2.629,1.344,-1.136
1782050227.56,2.659,1.346,-1.138
1782050227.67,2.672,1.346,-1.139
1782050227.77,2.672,1.346,-1.139
1782050227.87,2.7,1.341,-1.139
1782050227.97,2.716,1.339,-1.138
1782050228.07,2.734,1.337,-1.136
1782050228.18,2.748,1.339,-1.136
1782050228.28,2.764,1.346,-1.137
1782050228.38,2.777,1.35,-1.139
1782050228.48,2.794,1.357,-1.141
1782050228.59,2.812,1.366,-1.143
1782050228.69,2.823,1.371,-1.146
1782050228.79,2.838,1.374,-1.148
1782050228.89,2.846,1.376,-1.15
1782050228.99,2.851,1.379,-1.15
1782050229.1,2.855,1.381,-1.146
1782050229.2,2.857,1.382,-1.142
1782050229.3,2.855,1.386,-1.139
1782050229.4,2.854,1.39,-1.138
1782050229.51,2.854,1.395,-1.137
1782050229.61,2.853,1.399,-1.136
1782050229.71,2.848,1.398,-1.137
1782050229.81,2.84,1.392,-1.14
1782050229.91,2.834,1.386,-1.141
1782050230.02,2.822,1.382,-1.143
1782050230.12,2.81,1.383,-1.144
1782050230.22,2.793,1.384,-1.146
1782050230.33,2.779,1.386,-1.148
1782050230.43,2.769,1.388,-1.151
1782050230.53,2.763,1.389,-1.154
1782050230.64,2.762,1.389,-1.159
1782050230.74,2.76,1.388,-1.161
1782050230.84,2.754,1.387,-1.162
1782050230.94,2.752,1.39,-1.164
1782050231.05,2.754,1.391,-1.163
1782050231.15,2.757,1.392,-1.16
1782050231.25,2.759,1.395,-1.158
1782050231.36,2.757,1.395,-1.153
1782050231.46,2.757,1.393,-1.15
1782050231.56,2.752,1.383,-1.145
1782050231.66,2.747,1.371,-1.142
1782050231.76,2.741,1.355,-1.14
1782050231.87,2.73,1.314,-1.138
1782050231.97,2.726,1.297,-1.139
1782050232.07,2.716,1.284,-1.141
1782050232.17,2.708,1.272,-1.142
1782050232.28,2.702,1.261,-1.142
1782050232.38,2.694,1.256,-1.143
1782050232.48,2.69,1.253,-1.146
1782050232.58,2.686,1.251,-1.149
1782050232.68,2.684,1.25,-1.15
1782050232.79,2.687,1.251,-1.151
1782050232.89,2.694,1.253,-1.151
1782050232.99,2.708,1.254,-1.152
1782050233.09,2.726,1.251,-1.152
1782050233.19,2.744,1.253,-1.151
1782050233.3,2.765,1.25,-1.149
1782050233.4,2.787,1.247,-1.147
1782050233.5,2.811,1.241,-1.146
1782050233.6,2.837,1.232,-1.146
1782050233.7,2.873,1.219,-1.146
1782050233.81,2.906,1.205,-1.145
1782050233.91,2.926,1.196,-1.146
1782050234.01,2.949,1.19,-1.148
1782050234.11,2.97,1.189,-1.149
1782050234.22,2.987,1.192,-1.152
1782050234.32,3.009,1.201,-1.156
1782050234.42,3.03,1.208,-1.158
1782050234.52,3.054,1.221,-1.159
1782050234.63,3.078,1.236,-1.161
1782050234.73,3.102,1.254,-1.16
1782050234.83,3.126,1.271,-1.16
1782050234.93,3.141,1.28,-1.16
1782050235.03,3.156,1.301,-1.16
1782050235.14,3.173,1.317,-1.159
1782050235.24,3.193,1.333,-1.159
1782050235.34,3.213,1.344,-1.154
1782050235.44,3.234,1.35,-1.151
1782050235.55,3.261,1.358,-1.15
1782050235.65,3.288,1.367,-1.149
1782050235.75,3.309,1.374,-1.148
1782050235.85,3.331,1.378,-1.146
1782050235.95,3.346,1.381,-1.146
1782050236.06,3.361,1.381,-1.146
1782050236.16,3.371,1.382,-1.145
1782050236.26,3.382,1.38,-1.143
1782050236.36,3.412,1.374,-1.146
1782050236.47,3.43,1.371,-1.148
1782050236.57,3.447,1.366,-1.149
1782050236.67,3.463,1.36,-1.151
1782050236.77,3.481,1.357,-1.152
1782050236.88,3.494,1.354,-1.153
1782050236.98,3.514,1.347,-1.153
1782050237.08,3.535,1.339,-1.154
1782050237.18,3.553,1.334,-1.153
1782050237.28,3.572,1.328,-1.152
1782050237.39,3.592,1.323,-1.153
1782050237.49,3.617,1.316,-1.152
1782050237.59,3.642,1.306,-1.15
1782050237.69,3.664,1.297,-1.148
1782050237.8,3.688,1.288,-1.145
1782050237.9,3.707,1.281,-1.144
1782050238.0,3.731,1.271,-1.146
1782050238.1,3.751,1.262,-1.147
1782050238.2,3.775,1.255,-1.148
1782050238.31,3.794,1.247,-1.151
1782050238.41,3.811,1.241,-1.152
1782050238.51,3.826,1.235,-1.154
1782050238.61,3.851,1.227,-1.157
1782050238.71,3.877,1.216,-1.158
1782050238.82,3.908,1.21,-1.159
1782050238.92,3.933,1.203,-1.158
1782050239.02,3.959,1.201,-1.156
1782050239.12,3.986,1.202,-1.153
1782050239.22,4.015,1.206,-1.151
1782050239.33,4.049,1.211,-1.149
1782050239.43,4.072,1.215,-1.148
1782050239.43,4.072,1.215,-1.148
1782050239.53,4.095,1.217,-1.147
1782050239.63,4.114,1.216,-1.145
1782050239.73,4.133,1.22,-1.143
1782050239.84,4.152,1.224,-1.142
1782050239.94,4.163,1.227,-1.143
1782050240.04,4.173,1.236,-1.144
1782050240.14,4.183,1.247,-1.145
1782050240.25,4.181,1.25,-1.146
1782050240.35,4.169,1.239,-1.146
1782050240.45,4.162,1.219,-1.146
1782050240.55,4.165,1.209,-1.146
1782050240.66,4.166,1.213,-1.144
1782050240.76,4.176,1.244,-1.14
1782050240.86,4.198,1.271,-1.132
1782050240.96,4.217,1.277,-1.13
1782050241.07,4.24,1.285,-1.127
1782050241.17,4.245,1.281,-1.122
1782050241.27,4.245,1.276,-1.116
1782050241.37,4.246,1.272,-1.109
1782050241.48,4.259,1.27,-1.104
1782050241.58,4.28,1.263,-1.102
1782050241.68,4.299,1.257,-1.104
1782050241.78,4.308,1.253,-1.108
1782050241.89,4.305,1.238,-1.111
1782050241.99,4.302,1.22,-1.114
1782050242.09,4.303,1.204,-1.116
1782050242.19,4.302,1.191,-1.118
1782050242.3,4.303,1.183,-1.12
1782050242.4,4.307,1.182,-1.121
1782050242.5,4.311,1.181,-1.121
1782050242.6,4.313,1.184,-1.122
1782050242.71,4.315,1.192,-1.122
1782050242.81,4.313,1.201,-1.12
1782050242.91,4.31,1.204,-1.118
1782050243.01,4.307,1.207,-1.115
1782050243.12,4.305,1.211,-1.112
1782050243.22,4.302,1.21,-1.11
1782050243.32,4.293,1.211,-1.106
1782050243.42,4.287,1.215,-1.104
1782050243.53,4.283,1.226,-1.101
1782050243.63,4.282,1.237,-1.099
1782050243.73,4.285,1.247,-1.1
1782050243.83,4.29,1.261,-1.101
1782050243.94,4.295,1.267,-1.103
1782050244.04,4.296,1.278,-1.105
1782050244.14,4.295,1.288,-1.107
1782050244.24,4.29,1.296,-1.108
1782050244.35,4.286,1.305,-1.11
1782050244.45,4.281,1.314,-1.111
1782050244.55,4.276,1.322,-1.11
1782050244.65,4.273,1.334,-1.11
1782050244.75,4.273,1.348,-1.109
1782050244.86,4.274,1.359,-1.109
1782050244.96,4.284,1.369,-1.11
1782050245.06,4.287,1.369,-1.111
1782050245.16,4.288,1.371,-1.11
1782050245.27,4.288,1.371,-1.11
1782050245.37,4.286,1.373,-1.105
1782050245.47,4.284,1.373,-1.104
1782050245.57,4.278,1.371,-1.104
1782050245.68,4.262,1.374,-1.105
1782050245.78,4.245,1.379,-1.106
1782050245.88,4.232,1.384,-1.107
1782050245.98,4.222,1.387,-1.107
1782050246.09,4.216,1.393,-1.108
1782050246.19,4.21,1.399,-1.11
1782050246.29,4.206,1.406,-1.113
1782050246.4,4.205,1.408,-1.114
1782050246.5,4.205,1.41,-1.115
1782050246.6,4.206,1.41,-1.119
1782050246.7,4.209,1.41,-1.12
1782050246.81,4.214,1.416,-1.12
1782050246.91,4.217,1.423,-1.118
1782050247.01,4.219,1.434,-1.116
1782050247.11,4.222,1.448,-1.114
1782050247.21,4.222,1.464,-1.112
1782050247.32,4.219,1.484,-1.109
1782050247.42,4.215,1.505,-1.107
1782050247.52,4.207,1.531,-1.106
1782050247.62,4.194,1.567,-1.107
1782050247.72,4.176,1.604,-1.107
1782050247.83,4.155,1.648,-1.108
1782050247.93,4.136,1.691,-1.11
1782050248.03,4.116,1.737,-1.112
1782050248.13,4.1,1.779,-1.114
1782050248.23,4.086,1.829,-1.115
1782050248.34,4.072,1.883,-1.118
1782050248.44,4.066,1.922,-1.118
1782050248.54,4.061,1.961,-1.117
1782050248.64,4.057,1.99,-1.116
1782050248.75,4.057,2.007,-1.115
1782050248.85,4.065,2.03,-1.113
1782050248.95,4.07,2.042,-1.112
1782050249.05,4.079,2.051,-1.111
1782050249.15,4.085,2.057,-1.11
1782050249.26,4.09,2.063,-1.11
1782050249.36,4.101,2.078,-1.116
1782050249.46,4.11,2.091,-1.118
1782050249.56,4.123,2.118,-1.118
1782050249.67,4.139,2.147,-1.116
1782050249.77,4.139,2.147,-1.116
1782050249.87,4.175,2.211,-1.112
1782050249.97,4.198,2.244,-1.111
1782050250.07,4.22,2.28,-1.112
1782050250.18,4.245,2.329,-1.114
1782050250.28,4.263,2.374,-1.114
1782050250.38,4.271,2.406,-1.116
1782050250.48,4.277,2.437,-1.118
1782050250.59,4.282,2.46,-1.12
1782050250.69,4.285,2.483,-1.12
1782050250.79,4.289,2.504,-1.121
1782050250.89,4.29,2.518,-1.121
1782050250.99,4.292,2.533,-1.12
1782050251.1,4.3,2.543,-1.119
1782050251.1,4.3,2.543,-1.119
1782050251.2,4.309,2.546,-1.118
1782050251.3,4.311,2.55,-1.118
1782050251.4,4.309,2.55,-1.116
1782050251.51,4.308,2.55,-1.114
1782050251.61,4.302,2.55,-1.111
1782050251.71,4.296,2.548,-1.109
1782050251.81,4.291,2.543,-1.107
1782050251.92,4.29,2.54,-1.108
1782050252.02,4.29,2.539,-1.105
1782050252.12,4.294,2.543,-1.1
1782050252.22,4.297,2.548,-1.095
1782050252.33,4.302,2.559,-1.091
1782050252.43,4.307,2.567,-1.089
1782050252.53,4.314,2.571,-1.089
1782050252.63,4.321,2.576,-1.088
1782050252.73,4.327,2.582,-1.087
1782050252.84,4.336,2.587,-1.085
1782050252.94,4.345,2.593,-1.088
1782050253.04,4.357,2.596,-1.09
1782050253.14,4.374,2.595,-1.094
1782050253.24,4.39,2.594,-1.098
1782050253.35,4.405,2.595,-1.103
1782050253.45,4.422,2.597,-1.108
1782050253.55,4.437,2.6,-1.112
1782050253.65,4.45,2.604,-1.114
1782050253.75,4.46,2.617,-1.115
1782050253.86,4.47,2.638,-1.117
1782050253.96,4.479,2.68,-1.122
1782050254.06,4.48,2.7,-1.126
1782050254.17,4.483,2.717,-1.13
1782050254.28,4.483,2.734,-1.132
1782050254.38,4.483,2.745,-1.132
1782050254.48,4.481,2.76,-1.132
1782050254.58,4.476,2.774,-1.129
1782050254.68,4.47,2.781,-1.125
1782050254.79,4.461,2.779,-1.119
1782050254.89,4.449,2.776,-1.116
1782050254.99,4.434,2.772,-1.113
1782050255.09,4.424,2.762,-1.111
1782050255.2,4.414,2.748,-1.111
1782050255.3,4.401,2.736,-1.112
1782050255.4,4.391,2.727,-1.113
1782050255.5,4.384,2.714,-1.114
1782050255.61,4.381,2.703,-1.116
1782050255.71,4.376,2.698,-1.116
1782050255.81,4.374,2.69,-1.117
1782050255.91,4.376,2.684,-1.118
1782050256.01,4.38,2.675,-1.118
1782050256.12,4.384,2.662,-1.118
1782050256.22,4.385,2.65,-1.119
1782050256.32,4.381,2.64,-1.121
1782050256.43,4.374,2.634,-1.121
1782050256.53,4.364,2.631,-1.122
1782050256.63,4.352,2.625,-1.123
1782050256.73,4.336,2.618,-1.125
1782050256.84,4.316,2.614,-1.129
1782050256.94,4.301,2.612,-1.131
1782050257.04,4.289,2.609,-1.133
1782050257.14,4.279,2.609,-1.134
1782050257.24,4.269,2.609,-1.134
1782050257.35,4.254,2.606,-1.132
1782050257.45,4.243,2.607,-1.131
1782050257.55,4.228,2.614,-1.132
1782050257.65,4.212,2.625,-1.134
1782050257.75,4.194,2.634,-1.135
1782050257.86,4.168,2.644,-1.133
1782050257.96,4.143,2.655,-1.131
1782050258.06,4.111,2.663,-1.129
1782050258.16,4.054,2.662,-1.127
1782050258.27,4.054,2.662,-1.127
1782050258.37,4.005,2.658,-1.128
1782050258.47,3.982,2.654,-1.13
1782050258.57,3.961,2.649,-1.133
1782050258.67,3.94,2.645,-1.134
1782050258.78,3.919,2.642,-1.134
1782050258.88,3.896,2.638,-1.135
1782050258.99,3.869,2.636,-1.135
1782050259.09,3.837,2.634,-1.135
1782050259.19,3.801,2.636,-1.136
1782050259.3,3.765,2.645,-1.136
1782050259.4,3.74,2.654,-1.135
1782050259.5,3.712,2.672,-1.135
1782050259.6,3.69,2.692,-1.134
1782050259.7,3.67,2.71,-1.133
1782050259.81,3.649,2.725,-1.132
1782050259.91,3.632,2.734,-1.131
1782050260.01,3.613,2.744,-1.129
1782050260.11,3.596,2.752,-1.128
1782050260.22,3.58,2.763,-1.126
1782050260.32,3.558,2.776,-1.124
1782050260.42,3.536,2.784,-1.124
1782050260.52,3.51,2.791,-1.123
1782050260.63,3.486,2.8,-1.123
1782050260.73,3.463,2.81,-1.122
1782050260.83,3.433,2.821,-1.122
1782050260.93,3.414,2.826,-1.121
1782050261.04,3.388,2.835,-1.12
1782050261.14,3.363,2.842,-1.119
1782050261.24,3.34,2.846,-1.117
1782050261.35,3.314,2.847,-1.115
1782050261.45,3.298,2.845,-1.114
1782050261.55,3.279,2.845,-1.113
1782050261.65,3.256,2.847,-1.111
1782050261.75,3.233,2.849,-1.109
1782050261.86,3.213,2.85,-1.107
1782050261.96,3.196,2.85,-1.107
1782050262.06,3.161,2.848,-1.105
1782050262.16,3.145,2.849,-1.104
1782050262.27,3.145,2.849,-1.104
1782050262.37,3.121,2.847,-1.103
1782050262.47,3.114,2.845,-1.101
1782050262.57,3.109,2.842,-1.1
1782050262.67,3.098,2.842,-1.098
1782050262.78,3.083,2.839,-1.096
1782050262.88,3.072,2.835,-1.094
1782050262.98,3.058,2.832,-1.093
1782050263.08,3.034,2.83,-1.091
1782050263.19,3.01,2.828,-1.086
1782050263.29,2.983,2.826,-1.082
1782050263.29,2.983,2.826,-1.082
1782050263.39,2.958,2.826,-1.079
1782050263.49,2.931,2.825,-1.076
1782050263.6,2.906,2.825,-1.074
1782050263.7,2.885,2.827,-1.072
1782050263.8,2.865,2.83,-1.07
1782050263.9,2.851,2.835,-1.068
1782050264.0,2.84,2.842,-1.068
1782050264.11,2.828,2.852,-1.069
1782050264.21,2.82,2.861,-1.071
1782050264.31,2.81,2.87,-1.074
1782050264.41,2.801,2.877,-1.077
1782050264.52,2.796,2.881,-1.079
1782050264.62,2.79,2.885,-1.08
1782050264.72,2.783,2.888,-1.083
1782050264.82,2.779,2.891,-1.084
1782050264.93,2.774,2.895,-1.085
1782050265.03,2.772,2.899,-1.085
1782050265.13,2.772,2.899,-1.083
1782050265.23,2.773,2.898,-1.081
1782050265.34,2.773,2.894,-1.078
1782050265.44,2.773,2.891,-1.077
1782050265.54,2.774,2.89,-1.076
1782050265.64,2.773,2.891,-1.076
1782050265.74,2.771,2.892,-1.076
1782050265.85,2.773,2.888,-1.077
1782050265.95,2.774,2.88,-1.078
1782050266.05,2.775,2.873,-1.078
1782050266.15,2.777,2.865,-1.077
1782050266.25,2.781,2.857,-1.077
1782050266.36,2.786,2.85,-1.076
1782050266.46,2.797,2.825,-1.071
1782050266.56,2.8,2.808,-1.069
1782050266.66,2.803,2.788,-1.066
1782050266.77,2.803,2.788,-1.066
1782050266.87,2.806,2.762,-1.062
1782050266.97,2.807,2.754,-1.062
1782050267.07,2.809,2.745,-1.062
1782050267.17,2.812,2.738,-1.061
1782050267.28,2.815,2.736,-1.061
1782050267.38,2.817,2.733,-1.061
1782050267.48,2.819,2.726,-1.06
1782050267.58,2.82,2.722,-1.06
1782050267.69,2.822,2.716,-1.059
1782050267.79,2.826,2.71,-1.057
1782050267.89,2.829,2.707,-1.056
1782050267.99,2.838,2.703,-1.056
1782050268.09,2.847,2.699,-1.056
1782050268.2,2.858,2.695,-1.055
1782050268.3,2.869,2.691,-1.053
1782050268.4,2.874,2.689,-1.051
1782050268.5,2.88,2.688,-1.05
1782050268.61,2.89,2.687,-1.05
1782050268.71,2.896,2.683,-1.049
1782050268.81,2.9,2.677,-1.048
1782050268.91,2.901,2.675,-1.049
1782050269.01,2.897,2.674,-1.05
1782050269.12,2.887,2.676,-1.051
1782050269.22,2.877,2.681,-1.053
1782050269.32,2.862,2.688,-1.054
1782050269.43,2.843,2.693,-1.055
1782050269.53,2.819,2.699,-1.056
1782050269.63,2.792,2.706,-1.057
1782050269.73,2.764,2.717,-1.058
1782050269.84,2.731,2.732,-1.059
1782050269.94,2.704,2.746,-1.059
1782050270.04,2.674,2.76,-1.061
1782050270.14,2.651,2.775,-1.062
1782050270.24,2.625,2.794,-1.062
1782050270.35,2.6,2.814,-1.062
1782050270.45,2.578,2.831,-1.06
1782050270.55,2.548,2.851,-1.058
1782050270.65,2.516,2.87,-1.056
1782050270.75,2.489,2.89,-1.056
1782050270.86,2.42,2.934,-1.055
1782050270.96,2.39,2.956,-1.054
1782050271.06,2.364,2.972,-1.053
1782050271.16,2.335,2.986,-1.053
1782050271.27,2.335,2.986,-1.053
1782050271.37,2.281,3.004,-1.051
1782050271.47,2.253,3.008,-1.05
1782050271.57,2.233,3.007,-1.049
1782050271.68,2.212,3.002,-1.049
1782050271.78,2.189,2.999,-1.049
1782050271.88,2.17,2.997,-1.048
1782050271.98,2.152,2.995,-1.048
1782050272.09,2.132,2.988,-1.048
1782050272.19,2.116,2.976,-1.049
1782050272.29,2.1,2.968,-1.051
1782050272.39,2.086,2.963,-1.052
1782050272.5,2.073,2.958,-1.054
1782050272.6,2.06,2.949,-1.055
1782050272.7,2.045,2.942,-1.056
1782050272.8,2.031,2.931,-1.055
1782050272.9,2.022,2.922,-1.055
