time,x,y,z
1782038499.25,9.139,-1.321,10.876
1782038499.35,9.135,-1.299,10.875
1782038499.45,9.133,-1.268,10.874
1782038499.56,9.132,-1.231,10.873
1782038499.66,9.131,-1.202,10.872
1782038499.76,9.125,-1.176,10.873
1782038499.86,9.118,-1.146,10.875
1782038499.97,9.113,-1.114,10.878
1782038500.07,9.108,-1.086,10.88
1782038500.17,9.105,-1.065,10.882
1782038500.27,9.1,-1.041,10.884
1782038500.38,9.082,-1.007,10.886
1782038500.48,9.073,-0.996,10.886
1782038500.58,9.062,-0.981,10.885
1782038500.68,9.052,-0.967,10.884
1782038500.79,9.044,-0.96,10.882
1782038500.89,9.039,-0.956,10.88
1782038500.99,9.028,-0.954,10.877
1782038501.1,9.017,-0.954,10.876
1782038501.2,9.009,-0.957,10.874
1782038501.3,8.999,-0.964,10.874
1782038501.4,8.984,-0.973,10.874
1782038501.51,8.971,-0.982,10.874
1782038501.61,8.959,-0.994,10.875
1782038501.71,8.952,-1.002,10.876
1782038501.81,8.944,-1.009,10.874
1782038501.92,8.937,-1.022,10.872
1782038502.02,8.935,-1.041,10.87
1782038502.12,8.932,-1.056,10.868
1782038502.22,8.931,-1.07,10.865
1782038502.33,8.933,-1.08,10.863
1782038502.43,8.938,-1.089,10.859
1782038502.54,8.943,-1.1,10.855
1782038502.64,8.947,-1.112,10.85
1782038502.74,8.952,-1.125,10.844
1782038502.85,8.954,-1.139,10.841
1782038502.95,8.954,-1.155,10.84
1782038503.05,8.953,-1.177,10.842
1782038503.15,8.945,-1.194,10.847
1782038503.25,8.93,-1.215,10.852
1782038503.36,8.918,-1.233,10.856
1782038503.46,8.905,-1.241,10.859
1782038503.56,8.899,-1.244,10.862
1782038503.67,8.897,-1.246,10.865
1782038503.77,8.9,-1.247,10.868
1782038503.87,8.903,-1.244,10.871
1782038503.97,8.905,-1.238,10.873
1782038504.08,8.911,-1.231,10.876
1782038504.18,8.93,-1.223,10.88
1782038504.28,8.94,-1.217,10.883
1782038504.38,8.948,-1.204,10.886
1782038504.49,8.955,-1.193,10.886
1782038504.59,8.962,-1.185,10.884
1782038504.69,8.974,-1.172,10.881
1782038504.79,8.988,-1.159,10.877
1782038504.9,9.002,-1.147,10.874
1782038505.0,9.018,-1.135,10.872
1782038505.1,9.043,-1.123,10.873
1782038505.2,9.066,-1.105,10.874
1782038505.31,9.092,-1.089,10.875
1782038505.41,9.118,-1.074,10.875
1782038505.51,9.145,-1.061,10.874
1782038505.62,9.171,-1.054,10.873
1782038505.72,9.196,-1.049,10.871
1782038505.82,9.215,-1.041,10.868
1782038505.92,9.226,-1.034,10.867
1782038506.03,9.233,-1.02,10.868
1782038506.13,9.24,-1.0,10.871
1782038506.23,9.24,-1.0,10.871
